avg_monthly_hrs,department,filed_complaint,last_evaluation,n_projects,recently_promoted,salary,satisfaction,status,tenure,employee_id,age,gender,marital_status
223.0,D00-FN,0,0.958674,4,0,medium,0.797932,Left,5,114090,23,Female,Unmarried
237.0,D00-SP,0,0.850733,4,0,low,0.817385,Left,5,113668,23,Female,Unmarried
280.0,D00-SP,0,0.93927,6,0,low,0.166693,Left,4,117582,46,Female,Married
156.0,D00-MN,0,0.618388,2,0,low,0.40665500000000004,Left,3,119602,24,Female,Unmarried
275.0,D00-SS,0,0.9048799999999999,5,0,low,0.926183,Left,5,120986,47,Female,Married
301.0,D00-SP,0,0.7231704095688735,3,0,low,0.277116,Left,3,112614,25,Female,Unmarried
147.0,D00-SP,0,0.557668,2,0,low,0.43712,Left,3,116891,25,Female,Unmarried
143.0,D00-ENG,0,0.722725376662377,2,0,low,0.381818,Left,3,114149,26,Male,Unmarried
161.0,D00-IT,0,0.532664,2,0,medium,0.360608,Left,3,114986,22,Female,Unmarried
145.0,D00-IT,0,0.568604,2,0,medium,0.32743099999999997,Left,3,110215,23,Female,Unmarried
261.0,D00-SS,0,1.0,4,0,low,0.8305899999999999,Left,5,115532,23,Female,Unmarried
152.0,D00-UN,1,0.552758,2,0,low,0.418746,Left,3,127827,24,Female,Unmarried
289.0,D00-SP,1,0.888335,6,0,low,0.0599565,Left,4,120229,34,Female,Married
270.0,D00-ENG,0,0.618237,4,0,low,0.514159,Left,4,113640,29,Male,Unmarried
267.0,D00-SS,0,0.929552,4,0,medium,0.814208,Left,5,114510,22,Female,Unmarried
249.0,D00-IT,0,0.9644860000000001,4,0,low,0.714625,Left,5,126675,22,Female,Unmarried
295.0,D00-PD,0,0.814166,6,0,medium,0.137756,Left,4,117123,32,Female,Married
130.0,D00-SS,0,0.606759,2,0,medium,0.367874,Left,3,111680,38,Male,Married
290.0,D00-FN,0,0.856038,6,0,medium,0.0855532,Left,4,115870,42,Female,Married
267.0,D00-ENG,0,0.931001,5,0,medium,0.7930119999999999,Left,5,123919,40,Female,Married
227.0,D00-ENG,0,0.99131,5,0,medium,0.8658610000000001,Left,5,129934,50,Female,Married
143.0,D00-ENG,0,0.521471,2,0,medium,0.497733,Left,3,112115,43,Male,Married
271.0,D00-SS,0,0.5690609999999999,5,0,high,0.272975,Left,5,123658,53,Female,Married
147.0,D00-PD,0,0.7195233438320212,2,0,medium,0.519898,Left,3,118609,22,Female,Unmarried
269.0,D00-ENG,0,0.850593,5,0,low,0.867819,Left,5,113717,35,Female,Married
274.0,D00-SS,0,0.829513,5,0,low,0.832175,Left,5,112505,39,Male,Married
305.0,D00-FN,0,0.8456049999999999,6,0,medium,0.10288199999999999,Left,4,117101,49,Male,Married
264.0,D00-IT,0,0.922782,7,0,medium,0.11524000000000001,Left,4,122239,40,Female,Married
154.0,D00-FN,0,0.46285,2,0,medium,0.43552299999999994,Left,3,119625,24,Female,Unmarried
132.0,D00-UN,0,0.523718,2,0,low,0.489428,Left,3,114020,23,Female,Unmarried
309.0,D00-SP,0,0.885049,6,0,low,0.0536462,Left,4,123144,51,Female,Married
130.0,D00-ENG,0,0.46758599999999995,2,0,low,0.466757,Left,3,113895,23,Female,Unmarried
153.0,D00-SS,1,0.49678500000000003,2,0,low,0.367253,Left,3,114826,23,Female,Unmarried
287.0,D00-ENG,0,0.951416,6,0,medium,0.105027,Left,4,113245,27,Male,Unmarried
145.0,D00-SS,0,0.503117,2,0,medium,0.41363500000000003,Left,3,121809,25,Female,Unmarried
127.0,D00-IT,0,0.47108999999999995,2,0,medium,0.37491599999999997,Left,3,127936,25,Female,Unmarried
138.0,D00-FN,1,0.5147229999999999,2,0,medium,0.405121,Left,3,111917,27,Male,Unmarried
151.0,D00-SP,0,0.610635,2,0,low,0.4686,Left,3,114459,25,Female,Unmarried
278.0,D00-SS,0,0.777881,7,0,low,0.114725,Left,4,120823,30,Female,Married
136.0,D00-SS,0,0.42208900000000005,2,0,medium,0.45470200000000005,Left,3,122740,24,Female,Unmarried
134.0,D00-SS,0,0.553744,2,0,low,0.40422399999999997,Left,3,129289,24,Female,Unmarried
285.0,D00-FN,0,0.758954,6,0,medium,0.11078099999999999,Left,4,118697,54,Male,Married
235.0,D00-UN,0,0.98629,5,0,low,0.7183729999999999,Left,5,125730,48,Female,Married
153.0,D00-SS,0,0.480687,2,0,medium,0.373102,Left,3,126738,24,Female,Unmarried
140.0,D00-SS,0,0.522995,2,0,medium,0.356193,Left,3,114334,22,Female,Unmarried
235.0,D00-FN,0,1.0,5,0,low,0.7657390000000001,Left,5,126146,27,Female,Married
295.0,D00-PD,0,0.7959729999999999,6,0,medium,0.08071089999999999,Left,4,117871,50,Male,Married
234.0,D00-ENG,0,1.0,5,0,medium,0.8251719999999999,Left,5,125473,32,Female,Married
244.0,D00-SP,0,0.774991,4,0,low,0.5304439999999999,Left,3,129745,22,Female,Unmarried
291.0,D00-UN,0,0.622736,6,0,medium,0.192476,Left,5,127810,34,Female,Married
244.0,D00-SS,0,0.804527,5,0,low,0.7854720000000001,Left,5,122032,50,Female,Married
147.0,D00-SP,0,0.435418,2,0,low,0.461002,Left,3,119818,55,Male,Married
132.0,D00-ENG,0,0.500236,2,0,low,0.3148,Left,3,115531,44,Male,Married
254.0,D00-SS,0,0.912609,7,0,medium,0.133507,Left,4,111160,35,Female,Married
158.0,D00-ENG,0,0.563874,2,0,low,0.437327,Left,3,113516,25,Female,Unmarried
155.0,D00-SS,0,0.526109,2,0,low,0.399073,Left,3,122756,24,Female,Unmarried
257.0,D00-ENG,0,0.905538,5,0,low,0.802643,Left,5,112987,30,Female,Married
127.0,D00-IT,0,0.605935,2,0,low,0.461318,Left,3,119568,37,Female,Married
154.0,D00-SP,0,0.592418,2,0,low,0.379845,Left,3,125032,25,Female,Unmarried
257.0,D00-SS,0,0.9752200000000001,6,0,low,0.07918,Left,4,114595,29,Female,Married
282.0,D00-SP,0,0.844233,7,0,low,0.16228399999999998,Left,4,117086,36,Female,Married
264.0,D00-PD,0,0.9723299999999999,4,0,medium,0.896532,Left,6,114843,25,Female,Unmarried
292.0,D00-SP,0,0.992185,6,0,medium,0.101204,Left,4,126283,54,Female,Married
138.0,D00-SS,0,0.45318500000000006,2,0,low,0.441589,Left,3,113733,24,Female,Unmarried
129.0,D00-TP,0,0.0,2,0,low,0.0,Left,1,128152,23,Female,Unmarried
158.0,D00-FN,0,0.5538489999999999,2,0,medium,0.45489700000000005,Left,3,120058,23,Female,Unmarried
152.0,D00-PD,0,0.481058,2,0,medium,0.392202,Left,3,116049,25,Female,Unmarried
264.0,D00-ENG,0,0.801685,5,0,medium,0.814361,Left,6,122627,41,Female,Married
228.0,D00-SS,0,0.9149639999999999,5,0,high,0.771225,Left,5,128154,29,Female,Married
145.0,D00-UN,0,0.7176792874999995,2,0,medium,0.34610799999999997,Left,3,125209,22,Female,Unmarried
308.0,D00-ENG,0,0.8409909999999999,7,0,medium,0.05635830000000001,Left,4,119382,45,Female,Married
148.0,D00-SS,0,0.50702,2,0,low,0.37300500000000003,Left,3,122659,24,Female,Unmarried
282.0,D00-ENG,0,0.800502,6,0,medium,0.0943704,Left,4,115557,53,Female,Married
286.0,D00-IT,0,0.8914350000000001,6,0,medium,0.064814,Left,4,117054,27,Male,Unmarried
262.0,D00-SS,0,0.8433510000000001,5,0,medium,0.783404,Left,6,121697,48,Female,Married
149.0,D00-SS,0,0.730047,4,0,medium,0.373506,Left,3,122105,24,Female,Unmarried
264.0,D00-ENG,0,0.822384,6,0,low,0.160406,Left,4,119988,43,Female,Married
260.0,D00-SP,0,0.9695459999999999,6,0,low,0.0639622,Left,4,117144,52,Female,Married
247.0,D00-SS,0,0.760918,6,0,low,0.110168,Left,4,113627,30,Female,Married
136.0,D00-IT,0,0.533489,2,0,medium,0.4825,Left,3,121923,23,Female,Unmarried
205.0,D00-MT,0,0.667668,3,0,low,0.41826499999999994,Left,4,111899,25,Female,Unmarried
227.0,D00-SS,0,0.813624,5,0,low,0.724259,Left,5,122814,50,Female,Married
244.0,D00-ENG,0,0.794261,6,0,medium,0.0673571,Left,4,129332,31,Female,Married
233.0,D00-SS,0,0.9416209999999999,4,0,low,0.884497,Left,5,127508,22,Female,Unmarried
127.0,D00-MN,0,0.7290698123827397,2,0,medium,0.438004,Left,3,129775,23,Female,Unmarried
251.0,D00-ENG,0,0.79356,6,0,low,0.104539,Left,4,111177,44,Female,Married
271.0,D00-ENG,0,0.799375,6,0,medium,0.144235,Left,4,122441,41,Female,Married
130.0,D00-SS,0,0.474438,2,0,low,0.347084,Left,3,118418,33,Female,Married
168.0,D00-SS,0,0.930474,2,0,medium,0.8720100000000001,Left,2,128874,24,Female,Unmarried
301.0,D00-SS,1,0.8386459999999999,6,0,medium,0.122599,Left,4,120172,42,Female,Married
282.0,D00-ENG,0,0.8610690000000001,7,0,low,0.128226,Left,5,123575,54,Female,Married
286.0,D00-SS,0,0.874473,7,0,low,0.10976300000000001,Left,4,111342,28,Female,Married
235.0,D00-PD,0,0.949508,6,0,low,0.364747,Left,5,123490,34,Female,Married
158.0,D00-SS,0,0.5428609999999999,2,0,medium,0.434356,Left,3,111998,22,Female,Unmarried
262.0,D00-UN,0,0.803693,6,0,low,0.147912,Left,4,122094,34,Female,Married
228.0,D00-UN,0,1.0,4,0,low,0.739066,Left,5,116930,24,Female,Unmarried
128.0,D00-SS,0,0.710672301578354,2,0,low,0.401273,Left,3,124934,25,Female,Unmarried
136.0,D00-SP,0,0.539309,2,0,low,0.377602,Left,3,113290,24,Female,Unmarried
250.0,D00-SS,0,0.951525,6,0,medium,0.162856,Left,4,122708,54,Female,Married
226.0,D00-PD,0,0.896388,4,0,medium,0.828176,Left,5,113666,22,Female,Unmarried
288.0,D00-ENG,0,0.924781,7,0,low,0.07105310000000001,Left,4,123697,54,Female,Married
226.0,D00-SS,0,0.928924,4,0,low,0.7662909999999999,Left,5,126367,25,Female,Unmarried
244.0,D00-UN,0,0.866022,6,0,medium,0.09136010000000001,Left,4,111693,48,Male,Married
235.0,D00-UN,0,1.0,5,0,low,0.7491,Left,5,127126,25,Female,Unmarried
263.0,D00-UN,0,0.93739,5,0,medium,0.8200620000000001,Left,5,124669,23,Female,Unmarried
257.0,D00-SP,1,0.497813,6,0,low,0.418404,Employed,6,104890,35,Male,Married
232.0,D00-FN,1,0.8476229999999999,5,0,medium,0.898917,Left,5,134184,42,Female,Married
257.0,D00-ENG,0,1.0,5,0,medium,0.8748870000000001,Left,5,116621,51,Male,Married
178.0,D00-MN,0,0.9330459999999999,3,0,low,0.826652,Employed,3,118558,27,Male,Unmarried
242.0,D00-SS,0,0.924484,3,0,high,0.672942,Employed,10,104159,23,Male,Unmarried
266.0,D00-IT,0,0.603819,5,0,low,0.165847,Employed,7,113352,51,Male,Married
252.0,D00-SS,1,0.630359,4,0,medium,0.662523,Employed,3,106436,36,Male,Married
216.0,D00-SP,0,0.577874,3,0,low,0.730526,Employed,3,110771,23,Male,Unmarried
258.0,D00-SP,0,0.822774,4,0,low,0.908322,Employed,4,100795,34,Female,Married
179.0,D00-SS,0,0.9189139999999999,3,0,medium,1.0,Employed,3,109292,24,Male,Unmarried
211.0,D00-ENG,0,0.7473810000000001,5,0,medium,0.753038,Employed,2,107738,50,Female,Married
198.0,D00-ENG,0,0.8185899999999999,5,0,low,0.442896,Employed,4,101997,35,Male,Married
177.0,D00-ENG,0,0.838009,4,0,low,0.955254,Employed,6,142892,43,Female,Married
176.0,D00-SP,0,0.968849,3,0,medium,0.520147,Employed,3,113213,25,Female,Unmarried
275.0,D00-IT,0,0.578775,3,0,high,0.58168,Employed,2,118518,22,Female,Unmarried
195.0,D00-SS,0,0.9611879999999999,4,0,medium,0.7812060000000001,Employed,3,101667,52,Female,Married
154.0,D00-SP,0,0.7231704095688735,3,0,high,0.638969,Employed,3,103758,25,Female,Unmarried
194.0,D00-IT,1,0.569008,3,0,low,0.653407,Employed,2,103313,24,Male,Unmarried
140.0,D00-FN,0,0.587382,3,0,medium,0.7944869999999999,Employed,3,106266,23,Male,Unmarried
267.0,D00-MN,0,0.804383,3,0,high,0.46417600000000003,Employed,2,114310,23,Male,Unmarried
130.0,D00-SS,0,0.454604,2,0,low,0.361126,Left,3,114278,23,Male,Unmarried
173.0,D00-ENG,0,0.437241,5,0,medium,0.42870699999999995,Employed,5,109878,50,Male,Married
160.0,D00-SS,0,0.9967090000000001,4,0,low,0.587482,Employed,3,102083,24,Female,Unmarried
144.0,D00-IT,1,0.654343,3,0,low,0.265714,Employed,6,101027,24,Male,Unmarried
148.0,D00-MN,0,0.583019,3,0,high,0.5821689999999999,Employed,10,115905,25,Female,Unmarried
185.0,D00-SP,0,0.500868,3,0,low,0.657354,Employed,3,109871,23,Female,Unmarried
270.0,D00-MN,0,0.863777,5,0,low,0.8300649999999999,Employed,2,109637,39,Male,Married
133.0,D00-MT,0,0.49821800000000005,2,0,low,0.364651,Left,3,108578,22,Male,Unmarried
194.0,D00-PR,0,0.7774220000000001,3,0,low,0.745123,Employed,2,101542,24,Female,Unmarried
224.0,D00-SS,0,0.44591099999999995,3,0,low,0.790558,Employed,3,101275,23,Female,Unmarried
215.0,D00-SS,0,0.709348,3,0,high,0.671697,Employed,6,115555,22,Female,Unmarried
180.0,D00-FN,0,0.718499,5,0,low,0.6817810000000001,Employed,3,103183,42,Female,Married
266.0,D00-MN,0,0.62862,3,0,high,0.579164,Employed,2,101571,22,Male,Unmarried
241.0,D00-ENG,0,0.768559,5,0,low,0.740525,Employed,3,139678,37,Male,Married
148.0,D00-SS,0,0.670222,3,0,low,0.506757,Employed,2,100908,24,Male,Unmarried
262.0,D00-IT,1,0.812821,3,0,medium,0.657867,Employed,5,113912,22,Female,Unmarried
246.0,D00-UN,0,0.923536,6,0,medium,0.0778585,Left,4,113153,36,Male,Married
186.0,D00-ENG,0,0.692295,3,0,low,0.739246,Employed,2,103592,26,Male,Unmarried
133.0,D00-PD,0,0.785796,3,0,medium,0.8463360000000001,Employed,3,100656,23,Female,Unmarried
162.0,D00-SP,0,0.9504969999999999,3,0,low,0.39148099999999997,Employed,5,119832,26,Male,Unmarried
207.0,D00-ENG,1,0.722725376662377,4,0,low,0.9150469999999999,Employed,2,107957,53,Male,Married
148.0,D00-MN,1,0.370203,2,1,high,0.45226099999999997,Employed,2,117476,23,Female,Unmarried
256.0,D00-SP,0,0.9119430000000001,5,0,low,0.7798510000000001,Left,5,109819,32,Male,Married
222.0,D00-SS,0,0.761882,4,0,medium,0.601763,Employed,2,101197,46,Male,Married
164.0,D00-SS,0,0.952716,4,1,medium,0.493042,Employed,3,112041,53,Male,Married
181.0,D00-SS,0,0.8920040000000001,5,0,low,0.578442,Employed,3,104492,29,Female,Married
166.0,D00-ENG,0,0.852131,2,0,medium,0.847043,Employed,3,103492,23,Male,Unmarried
149.0,D00-SP,0,0.505197,2,0,low,0.510686,Left,3,106847,24,Male,Unmarried
191.0,D00-SP,0,0.6082529999999999,3,0,medium,0.822583,Employed,3,113123,25,Male,Unmarried
189.0,D00-AD,0,0.539467,4,0,low,0.8314440000000001,Employed,4,103113,29,Male,Unmarried
166.0,D00-ENG,1,0.9607549999999999,6,0,medium,0.558867,Employed,5,139797,43,Female,Married
135.0,D00-SS,0,0.46413699999999997,2,0,low,0.380291,Left,3,110402,27,Male,Unmarried
145.0,D00-SS,0,0.638559,3,0,high,0.567113,Employed,2,111217,24,Male,Unmarried
243.0,D00-SS,0,0.710672301578354,4,0,medium,0.69802,Employed,2,137388,38,Male,Married
160.0,D00-SP,0,0.5284369999999999,2,0,low,0.49013500000000004,Left,3,109350,28,Male,Unmarried
152.0,D00-FN,0,0.45798500000000003,2,0,low,0.361567,Left,3,109070,28,Male,Unmarried
141.0,D00-IT,0,0.47267600000000004,3,0,medium,0.752031,Employed,3,104317,22,Male,Unmarried
135.0,D00-SS,0,0.538431,2,0,low,0.48131499999999994,Left,3,109957,22,Male,Unmarried
163.0,D00-PD,1,0.8769879999999999,4,0,low,0.5896779999999999,Employed,3,116901,49,Male,Married
219.0,D00-SS,0,0.476576,2,0,low,0.41353599999999996,Employed,4,134434,23,Male,Unmarried
272.0,D00-SS,0,0.799188,5,0,low,0.207817,Employed,2,118406,26,Female,Married
247.0,D00-PD,1,0.620838,4,0,low,0.206076,Employed,3,115162,47,Male,Married
275.0,D00-MN,0,0.9831059999999999,5,0,low,0.964822,Left,3,100175,33,Male,Married
232.0,D00-ENG,0,0.915975,4,0,medium,0.789024,Left,5,106550,48,Male,Married
173.0,D00-SS,0,0.710672301578354,4,0,low,0.498,Employed,3,132145,36,Male,Married
237.0,D00-SS,1,0.828945,3,0,low,0.971195,Employed,4,107899,23,Male,Unmarried
257.0,D00-FN,0,0.768243,3,0,low,0.29031799999999996,Employed,5,103320,29,Male,Unmarried
268.0,D00-MN,0,0.531927,2,0,high,0.788665,Employed,2,110598,24,Male,Unmarried
203.0,D00-ENG,0,0.60609,4,0,low,0.27414499999999997,Employed,5,105174,22,Male,Unmarried
162.0,D00-PD,0,0.9065700000000001,4,0,low,0.827685,Employed,3,116482,38,Male,Married
145.0,D00-SP,0,0.561191,2,0,low,0.42680200000000007,Left,3,111498,25,Male,Unmarried
228.0,D00-ENG,0,0.970835,3,0,low,0.672059,Employed,2,117491,22,Female,Unmarried
135.0,D00-IT,0,0.532317,5,0,low,0.15797,Left,6,115088,44,Male,Married
108.0,D00-SS,0,0.794307,2,0,low,0.41557,Employed,3,115447,27,Male,Unmarried
101.0,D00-UN,0,0.42118900000000004,6,0,low,0.44300500000000004,Employed,5,114188,46,Male,Married
163.0,D00-SS,0,0.532203,5,0,low,0.577521,Employed,3,119343,38,Female,Married
211.0,D00-SS,0,0.676553,2,0,medium,0.891209,Employed,3,103322,23,Male,Unmarried
240.0,D00-SS,0,0.734342,5,0,medium,0.9285389999999999,Employed,3,105403,34,Male,Married
240.0,D00-PD,0,0.9161440000000001,4,0,low,0.898066,Employed,3,104917,35,Male,Married
153.0,D00-FN,0,0.498196,2,0,medium,0.34058,Left,3,107888,25,Male,Unmarried
258.0,D00-SS,0,0.819623,3,0,low,0.561287,Employed,2,116560,22,Female,Unmarried
179.0,D00-IT,0,0.529369,4,0,low,0.896925,Employed,4,113294,35,Male,Married
185.0,D00-IT,0,0.542393,3,0,medium,0.514205,Employed,2,107389,23,Male,Unmarried
274.0,D00-ENG,0,0.5651579999999999,5,0,medium,0.624981,Employed,3,116107,47,Female,Married
252.0,D00-SS,1,0.9404680000000001,5,0,low,0.77883,Employed,3,112897,26,Female,Married
146.0,D00-IT,1,0.501984,4,0,low,0.940169,Employed,6,100204,38,Male,Married
120.0,D00-FN,0,0.712966,5,0,high,0.270888,Employed,4,104775,42,Male,Married
267.0,D00-SS,0,0.997102,6,0,medium,0.13656600000000002,Left,4,112516,44,Male,Married
272.0,D00-SS,0,0.497615,6,0,low,0.9102370000000001,Employed,6,102733,53,Female,Married
154.0,D00-ENG,0,0.8824290000000001,5,0,medium,0.9420299999999999,Employed,2,116037,40,Female,Married
264.0,D00-SS,0,0.917492,4,0,low,0.845626,Left,5,115858,35,Male,Married
212.0,D00-SS,0,0.570611,4,0,low,0.909543,Employed,3,119022,22,Female,Unmarried
174.0,D00-FN,0,0.744834,5,0,high,0.529674,Employed,3,101321,39,Female,Married
267.0,D00-ENG,0,0.785614,3,0,medium,0.529709,Employed,4,115815,29,Male,Unmarried
155.0,D00-SP,0,0.986777,3,0,medium,0.600472,Employed,3,107419,25,Male,Unmarried
151.0,D00-ENG,0,0.78818,4,0,low,0.19833599999999998,Employed,6,110253,31,Female,Married
189.0,D00-SP,0,0.99524,5,0,low,0.816008,Employed,3,112498,37,Male,Married
304.0,D00-ENG,0,0.8413129999999999,6,0,low,0.07568,Left,4,116060,51,Male,Married
197.0,D00-SP,0,0.7231704095688735,4,0,low,0.744371,Employed,3,113567,42,Male,Married
236.0,D00-SS,0,0.6529020000000001,5,0,medium,0.18526600000000001,Left,3,110580,42,Male,Married
133.0,D00-SS,1,0.6180640000000001,4,0,medium,0.895698,Employed,4,114558,48,Male,Married
232.0,D00-SS,0,0.580778,4,0,low,0.8963139999999999,Employed,2,117307,35,Male,Married
220.0,D00-SS,0,0.785668,3,0,low,0.704924,Employed,3,103267,23,Male,Unmarried
145.0,D00-SS,0,0.710672301578354,4,0,low,0.431158,Employed,3,113676,48,Male,Married
148.0,D00-MT,0,1.0,3,0,low,0.922457,Employed,3,101158,22,Male,Unmarried
193.0,D00-SP,0,0.912841,5,0,medium,0.57121,Employed,4,101993,52,Male,Married
230.0,D00-ENG,0,0.966867,4,0,low,0.739081,Employed,3,112834,27,Female,Married
182.0,D00-SP,0,0.596763,4,0,low,0.656958,Employed,2,103599,47,Male,Married
204.0,D00-SS,1,0.5052989999999999,6,0,low,0.178779,Employed,6,112372,31,Female,Married
215.0,D00-MN,0,0.8822479999999999,3,0,high,0.831451,Employed,4,116267,25,Female,Unmarried
111.0,D00-IT,0,0.6315029999999999,6,0,high,0.79478,Employed,6,112492,37,Male,Married
147.0,D00-SS,0,0.725949,4,0,medium,0.729855,Employed,3,105419,41,Male,Married
273.0,D00-IT,1,0.670327,4,0,low,0.682562,Employed,4,107517,51,Male,Married
140.0,D00-SS,0,0.502426,2,0,medium,0.369771,Left,3,108339,26,Male,Unmarried
260.0,D00-SS,0,1.0,4,0,medium,0.800084,Employed,3,117264,48,Male,Married
258.0,D00-SP,0,0.660431,4,0,high,0.6906640000000001,Employed,2,115284,49,Male,Married
224.0,D00-SS,0,0.638386,5,0,medium,0.9220010000000001,Employed,2,116519,46,Female,Married
263.0,D00-ENG,0,0.517302,5,0,low,0.751199,Employed,3,103711,37,Male,Married
216.0,D00-SP,1,0.54601,4,0,medium,0.612437,Employed,2,110455,27,Male,Unmarried
166.0,D00-SP,0,0.832866,3,0,medium,0.9271780000000001,Employed,3,108165,26,Male,Unmarried
148.0,D00-IT,0,0.623268,3,0,medium,0.5403,Employed,3,108665,22,Female,Unmarried
259.0,D00-ENG,0,0.594601,5,0,high,0.670334,Employed,3,103283,42,Male,Married
201.0,D00-SP,1,0.748509,3,0,medium,0.768019,Employed,6,100125,22,Male,Unmarried
265.0,D00-SP,0,0.71711,3,0,medium,0.527404,Employed,3,118012,28,Male,Unmarried
205.0,D00-ENG,0,1.0,3,0,low,0.528917,Employed,3,109272,23,Male,Unmarried
201.0,D00-SP,0,0.5564520000000001,4,0,low,0.481303,Employed,4,117685,27,Male,Unmarried
227.0,D00-SS,0,0.8635790000000001,2,0,medium,0.545199,Employed,4,117445,25,Male,Unmarried
257.0,D00-SS,0,0.6400170000000001,6,0,medium,0.0944393,Employed,3,114439,48,Male,Married
135.0,D00-MN,0,0.901558,5,0,medium,0.721725,Employed,3,118039,49,Female,Married
247.0,D00-SS,0,0.8001729999999999,3,0,low,0.727643,Employed,3,112036,22,Female,Unmarried
202.0,D00-SS,0,0.655755,4,0,high,0.858935,Employed,3,115218,51,Male,Married
203.0,D00-SP,1,0.768369,5,0,high,0.7261890000000001,Employed,2,103901,48,Male,Married
240.0,D00-SS,0,0.7961010000000001,3,0,low,0.845526,Employed,8,102293,23,Male,Unmarried
216.0,D00-FN,0,0.488009,3,0,high,0.633289,Employed,3,114394,23,Male,Unmarried
224.0,D00-UN,0,0.693703,4,0,high,0.88205,Employed,2,105955,33,Male,Married
132.0,D00-SS,1,0.519422,2,0,low,0.43918500000000005,Left,3,118077,25,Male,Unmarried
141.0,D00-SS,1,0.463875,6,0,low,0.8910299999999999,Employed,2,113118,26,Female,Married
281.0,D00-ENG,0,0.8335450000000001,7,0,low,0.08915219999999999,Left,4,100205,52,Male,Married
149.0,D00-MT,1,0.729536,3,0,medium,0.676609,Employed,3,118158,27,Male,Unmarried
238.0,D00-SS,0,0.812474,3,0,low,0.664192,Employed,2,107025,25,Female,Unmarried
180.0,D00-PD,0,0.759716,4,0,high,0.574609,Employed,3,106961,42,Male,Married
172.0,D00-SS,0,0.961249,5,0,medium,0.779423,Employed,3,107251,45,Male,Married
115.0,D00-SS,0,0.45197,6,0,low,0.453941,Employed,3,114319,27,Female,Married
209.0,D00-SP,0,0.818427,5,0,low,0.483728,Employed,2,100927,39,Male,Married
270.0,D00-IT,0,0.579717,3,0,low,0.539209,Employed,3,109694,26,Male,Unmarried
180.0,D00-PR,0,0.613586,2,0,low,0.430925,Employed,3,115636,24,Male,Unmarried
135.0,D00-PR,0,0.744685,4,1,medium,0.8887879999999999,Employed,3,106646,37,Male,Married
269.0,D00-IT,0,0.7195245440329218,4,0,medium,0.46537799999999996,Employed,3,102201,47,Male,Married
238.0,D00-MN,1,0.790329,4,0,medium,0.964559,Employed,3,118981,33,Female,Married
179.0,D00-SS,1,0.715585,3,0,medium,0.674084,Employed,3,107697,22,Male,Unmarried
170.0,D00-IT,1,0.5576760000000001,3,0,low,0.392803,Employed,3,104341,24,Male,Unmarried
268.0,D00-SS,0,0.702685,3,0,low,0.618488,Employed,3,119835,22,Male,Unmarried
201.0,D00-MT,0,0.773097,4,0,medium,0.133195,Employed,5,109443,48,Male,Married
145.0,D00-SS,0,0.427874,2,0,medium,0.530303,Employed,3,109133,26,Male,Unmarried
124.0,D00-TP,1,0.0,2,0,medium,0.0,Employed,1,118850,28,Male,Unmarried
298.0,D00-ENG,0,0.9319700000000001,6,0,medium,0.16434300000000002,Left,4,114755,45,Male,Married
154.0,D00-FN,1,0.7247044787878789,4,0,medium,0.6914100000000001,Employed,2,144916,36,Male,Married
154.0,D00-IT,0,0.691886,3,0,medium,0.562448,Employed,10,116034,26,Male,Unmarried
143.0,D00-ENG,0,0.48175100000000004,3,0,medium,0.550337,Employed,2,113161,28,Male,Unmarried
148.0,D00-FN,0,0.543948,2,0,medium,0.507889,Left,3,107380,22,Male,Unmarried
270.0,D00-SS,0,0.7084739999999999,4,0,low,0.5167010000000001,Employed,3,115690,22,Female,Unmarried
250.0,D00-SS,1,0.70328,5,0,medium,0.790243,Employed,3,101928,37,Female,Married
135.0,D00-SS,0,0.7223390000000001,4,0,low,0.629324,Employed,2,105742,24,Female,Unmarried
274.0,D00-SS,0,0.726396,3,0,medium,0.7934439999999999,Employed,2,110387,24,Male,Unmarried
69.0,D00-TP,0,0.0,1,0,low,0.0,Employed,1,113076,25,Male,Unmarried
174.0,D00-IT,0,0.46417600000000003,2,0,low,0.54581,Employed,3,117192,24,Male,Unmarried
159.0,D00-ENG,0,0.545608,4,0,low,0.9474799999999999,Employed,3,103108,28,Male,Unmarried
187.0,D00-SS,1,0.34626999999999997,6,0,high,0.291311,Employed,10,110894,48,Male,Married
234.0,D00-IT,0,0.8224100000000001,4,0,low,0.727367,Employed,3,100331,35,Female,Married
219.0,D00-SP,0,1.0,5,0,low,0.788578,Left,5,142489,46,Male,Married
152.0,D00-IT,0,0.476448,2,0,medium,0.49482600000000004,Employed,2,113105,25,Male,Unmarried
201.0,D00-ENG,0,0.842181,3,0,medium,0.573496,Employed,2,105847,25,Male,Unmarried
267.0,D00-SP,1,0.773755,5,0,low,0.696068,Employed,2,106561,44,Male,Married
254.0,D00-SS,0,0.758867,3,0,medium,0.5287229999999999,Employed,2,113572,25,Male,Unmarried
143.0,D00-ENG,1,1.0,4,0,medium,0.771011,Employed,3,102999,30,Male,Married
229.0,D00-SP,1,0.6452760000000001,3,0,low,0.8730209999999999,Employed,2,142528,29,Male,Unmarried
186.0,D00-ENG,1,0.521806,4,0,medium,1.0,Employed,4,114045,52,Male,Married
143.0,D00-SP,1,0.66133,6,0,low,0.205269,Employed,5,117367,52,Female,Married
198.0,D00-SS,0,0.500239,5,0,low,0.911958,Employed,3,115385,54,Male,Married
153.0,D00-SP,0,0.825368,3,0,medium,0.6675939999999999,Employed,10,103077,25,Male,Unmarried
